STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Unnamed: 20,Latitude,Longitude
3832,MADHYA PRADESH,17,31,6.7,7.5,7.0,7.8,228,337,BDL,1.4,BDL,BDL,2,2,4,26,2,2,,25.393032,78.661879
30080,INTER-STATE,20,21.5,8.7,10.2,7.9,8.1,388,493,1.8,2.3,0.55,0.82,2,200,200,400,-,-,,24.398043,78.17802
2953,RAJASTHAN,20,29,3.5,6.3,8.3,8.5,330,600,BDL,2.6,1.2,1.7,14,39,64,75,11,23,,25.160724,76.22887
2956,RAJASTHAN,18,29,3.1,5.9,8.4,8.6,360,550,1.5,2.8,0.84,2.06,20,39,28,75,14,28,,25.393522,76.327061
2950,RAJASTHAN,16.5,26,3.2,7.3,7.7,8.3,240,360,1,3.2,1.02,2.06,20,75,64,120,-,-,,24.692006,72.929236
2951,RAJASTHAN,21,32,4.5,6.2,7.8,8.4,280,410,BDL,2.6,1.04,1.82,20,39,28,75,-,-,,25.905847,75.463861
2952,RAJASTHAN,18,35,0.3,7.3,8.6,9.3,950,1710,2.8,13.5,1.71,3.69,93,240,210,460,-,-,,26.919491,75.930328
2945,RAJASTHAN,21,30,5.2,6.8,8.2,8.4,250,380,BDL,2.1,0.74,1.82,21,39,28,64,14,21,,24.600889,76.152494
2946,RAJASTHAN,21,30,4,6.3,8.1,8.4,230,330,1,2,0.58,1.84,14,75,28,210,28,39,,24.6087,76.170272
2955,RAJASTHAN,18,32,4,7.9,8.0,8.3,260,380,BDL,2.7,0.80,98,21,93,75,240,-,-,,24.07656,75.526392
3309,MADHYA PRADESH,27,29,6.8,7.9,7.3,8.5,450,2847,2,6,BDL,7.42,3,430,70,1600,-,-,,23.725166,75.377851
1365,MADHYA PRADESH,24,29,6.8,7.7,7.4,8.7,304,1054,1.9,2.2,0.47,1.19,2,4,47,49,-,-,,22.428806,75.508689
1366,MADHYA PRADESH,24,30,2,6.9,2.0,8.5,587,9819,3,34,1.09,7.79,10,14000,150,160000,14,25,,22.428791,75.508684
1432,MADHYA PRADESH,18,26,6.2,7.8,7.3,8.5,202,745,1.7,2.4,BDL,0.8,2,4,24,70,-,-,,24.586045,77.069419
2954,RAJASTHAN,19,30,3.7,7.4,8.3,8.5,400,670,1.2,2.4,0.84,1.842,20,75,28,120,20,21,,25.681506,76.485765
2109,MADHYA PRADESH,20,26,6.8,7.8,7.1,8.6,254,1020,1.4,2.2,BDL,0.8,2,4,22,63,-,-,,24.634714,77.2978
2126,MADHYA PRADESH,11,26,6.8,7.5,7.3,8.1,358,680,1.4,2.4,BDL,1,2,4,28,79,-,-,,23.495145,77.100818
1367,MADHYA PRADESH,20,25,0.8,2.1,7.2,7.9,937,10301,7,26,3.69,7.96,170,1600,1500,2200,110,350,,22.703363,75.877149
2110,MADHYA PRADESH,19,25,0.8,2,7.1,7.8,907,1440,10,28,3.10,8.05,150,1600,1200,2200,100,370,,22.703191,75.877117
2111,MADHYA PRADESH,15,25,2.4,5.4,7.2,7.7,805,4076,2.6,14,2.15,7.22,17,1600,540,1600,21,220,,22.970572,75.838654
1369,MADHYA PRADESH,20,30,6.2,7.7,7.7,8.4,543,1318,4,8,0.95,2.50,34,5400,920,160000,-,-,,23.187353,75.764282
1370,MADHYA PRADESH,29,29,7,7.9,7.3,8.3,549,1250,3.2,6,0.83,2.01,24,5400,1600,160000,-,-,,22.97582,75.917157
1468,MADHYA PRADESH,22,29,5.9,8.1,7.3,8.5,561,1792,6,15,1.06,2.81,540,54000,1600,160000,10,47,,23.211447,75.774618
3315,MADHYA PRADESH,25,29,6.5,7.8,7.6,8.5,532,1363,3.4,7,0.92,2.70,36,5400,1400,160000,-,-,,22.975913,75.917152
3316,MADHYA PRADESH,26,29,6.6,7.6,7.1,8.4,568,1942,2,4,0.40,1.93,3,540,70,9200,-,-,,23.486294,75.654008
3317,MADHYA PRADESH,22,26,7,7.5,7.2,7.9,300,674,1.6,14,BDL,1.70,2,10,26,58,5,5,,22.969472,76.056836
2724,UTTARAKHAND,17,26,2.6,4.2,6.6,8.3,390,1153,26,34,BDL,2.85,2,1600,2,1600,2,2,,30.25,78.016667
2734,UTTARAKHAND,8,39,3.2,8.4,7.0,8.1,158,440,3,7.9,-,-,-,-,-,-,-,-,,29.206769,78.986242
2735,UTTARAKHAND,8,39,0.2,4,6.2,7.6,330,690,18,28,-,-,-,-,-,-,-,-,,29.146732,78.982975
2732,UTTARAKHAND,8,39,3.4,7.8,7.2,8.4,240,520,4,15,-,-,-,-,-,-,-,-,,29.111195,78.908723
2733,UTTARAKHAND,8,32,0.3,3.4,7.1,7.9,410,650,6,26,-,-,-,-,-,-,-,-,,29.15049,78.893386
2731,UTTARAKHAND,17,40,3.2,6.7,7.3,8.3,200,450,3,4.9,-,-,-,-,-,-,-,-,,29.158694,79.03956
2728,UTTARAKHAND,14,27,6.2,8,7.2,8.1,180,280,1.2,3.6,-,-,110,110,170,170,-,-,,29.209064,79.537174
2729,UTTARAKHAND,10,39,2.4,6.9,7.0,8.8,310,820,3,12,-,-,-,-,-,-,-,-,,28.899748,79.525623
2730,UTTARAKHAND,9,33,4,7.2,7.1,8.2,320,580,4,9.2,-,-,-,-,-,-,-,-,,28.848162,79.158928
2736,UTTARAKHAND,10,33,3,6.9,7.0,8.5,180,310,5,9,-,-,-,-,-,-,-,-,,28.957324,79.692169
2737,UTTARAKHAND,10,41,2.6,6.3,7.5,8.9,170,520,2.5,12,-,-,-,-,-,-,-,-,,28.91,79.691
3439,UTTARAKHAND,10,39,1.4,7.3,6.9,7.9,410,760,4.1,20,-,-,-,-,-,-,-,-,,28.932,79.388
3438,UTTARAKHAND,10,39,2,8,7.1,8.5,260,540,3,10,-,-,-,-,-,-,-,-,,28.978,79.399
1064,UTTAR PRADESH,16,32,5.9,10.3,7.8,8.5,296,616,2.8,5,-,-,3200,17000,5800,26000,2,2,,27.190822,79.818261
30078,INTER-STATE,16,16,8.5,9.5,6.8,7.4,185,195,1.1,1.9,BDL,0.67,450,23000,780,490000,-,-,,29.515201,78.755946
30077,INTER-STATE,16,16.2,7,9,6.9,7.3,152,359,1,2.9,BDL,0.55,2,7800,780,23000,-,-,,29.310032,78.63653
2497,UTTAR PRADESH,14,23,0.3,0.3,7.2,7.6,1000,1590,47,67,21.4,44.4,120000,120000,110000,260000,-,-,,28.980857,77.790428
1477,UTTAR PRADESH,-,-,0.3,6.2,7.2,7.8,331,427,4.8,10,0.54,1.28,270,140000,3500,1600000,920,17000,,29.474581,77.67095
1478,UTTAR PRADESH,-,-,0.3,0.3,6.8,7.7,625,1805,24,440,0.51,7.31,490000,35000000,790000,54000000,27000,"7800000
0",,29.432533,77.675953
1065,UTTAR PRADESH,16,30,5.5,8.2,7.4,7.9,278,1135,3,6,-,-,2000,11000,4200,27000,2,2,,27.161314,79.919914
30037,UTTAR PRADESH,-,-,3.6,7.6,7.7,7.9,524,582,1.4,6.9,0.66,3.22,78,790,1300,5400,33,490,,29.184058,77.32613
30038,UTTAR PRADESH,-,-,5.7,7.2,7.6,7.9,415,496,1,2.7,0.61,3.35,78,7900,170,17000,27,170,,29.491551,77.990514
2482,UTTAR PRADESH,18.5,32,6.2,8.7,8.2,8.9,236,522,2.8,3.6,BDL,0.35,800,1700,2100,3400,-,-,,25.386717,82.852628
2483,UTTAR PRADESH,18.5,32.5,2.1,4.5,7.0,7.8,158,782,7.6,18.2,BDL,1.42,33000,70000,49000,110000,-,-,,25.332956,83.043393
1361,UTTAR PRADESH,18,32,6,9.2,7.7,8.3,224,487,3.1,3.9,-,-,2600,4300,4600,9400,-,-,,26.649979,80.793854
2484,UTTAR PRADESH,18.5,32.5,6.2,8.6,7.9,8.5,248,486,2.8,3.9,BDL,0.4,6300,13000,11000,21000,-,-,,25.629922,82.756208
1350,UTTAR PRADESH,12.5,35,6.1,12.4,7.7,8.6,244,436,1.9,2.8,BDL,1.45,330,2200,790,2600,2,2,,27.572878,80.67895
1351,UTTAR PRADESH,12,33.5,4,11.6,7.6,8.4,282,495,2.5,4,BDL,2,2300,9300,3300,14000,2,20,,26.862031,80.931322
1352,UTTAR PRADESH,13,34.5,1.5,3.8,7.3,7.8,309,680,8.5,12.5,BDL,3.8,49000,130000,130000,350000,2,45,,26.833275,80.995211
1353,UTTAR PRADESH,18,32.5,6,8.7,7.9,8.7,250,548,3.5,4.6,BDL,0.5,4600,14000,9000,26000,-,-,,25.751611,82.726469
1072,UTTAR PRADESH,18,32.5,6.2,8.8,8.0,8.7,248,534,3.1,4.3,BDL,0.6,3300,13000,7000,23000,-,-,,25.507856,83.158181
10095,UTTAR PRADESH,21,28,5.8,7,7.8,8.3,311,369,4.5,4.9,BDL,0.82,4300,5200,7900,8300,-,-,,26.289367,82.066786
10096,UTTAR PRADESH,21,28,6,7.2,7.7,8.2,309,361,4.4,4.7,BDL,0.8,4100,4900,7000,8000,-,-,,26.264406,82.142486
10097,UTTAR PRADESH,18,32.5,6.4,9.3,8.1,8.6,238,506,2,3.6,BDL,0.4,500,1400,1300,3100,-,-,,25.748703,82.68484
2491,UTTAR PRADESH,16,28,7,7.8,7.4,7.7,326,356,5,6,-,-,20000,30000,42000,50000,-,-,,26.733174,83.347894
1363,UTTAR PRADESH,16,26,7.4,8.5,7.5,8.1,272,298,3.4,4.6,-,-,6000,20000,22000,30000,-,-,,26.754692,83.334211
1354,UTTAR PRADESH,18,24,9,10.8,7.7,7.8,201,311,2.7,3.2,BDL,0.7,1100,2900,2100,3900,-,-,,26.797519,82.234306
1355,UTTAR PRADESH,16,26,7.2,8,7.4,7.8,312,332,3.2,4.4,-,-,11000,25000,22000,33000,-,-,,26.169467,83.868992
2492,UTTAR PRADESH,18,28,6.9,7.8,7.6,7.8,378,398,3.9,7.8,-,-,18000,34000,34000,52000,-,-,,26.278524,83.513885
1076,BIHAR,16,30,5.8,10,7.3,8.5,160,389,1.4,2.5,BDL,0.45,2200,160000,11000,160000,20,45,,25.771153,84.654639
1359,UTTAR PRADESH,17,29,7.5,10.2,3.1,8.3,224,322,1.4,7.6,-,-,200,800,800,14000,2,2,,24.339814,83.003589
1360,UTTAR PRADESH,17,30,7.2,9.5,6.3,8.5,238,340,2.5,3.5,-,-,800,2100,2200,4300,-,-,,24.261214,83.009353
1030,ASSAM,20,25,6.8,9.9,7.0,8.1,134,203,1.3,2.1,0.5,1.6,300,910,720,2100,-,-,,27.510417,94.953333
1262,ASSAM,16,27,6.1,8,7.3,7.8,146,172,1,2.8,0.3,1.4,2,360,300,910,-,-,,26.830744,94.172775
1526,ASSAM,19,30,6.6,8,7.2,7.9,127,150,1.1,2.2,0.4,1.4,300,1500,910,3500,-,-,,26.616375,92.82735
1031,ASSAM,17,30,6.6,10.3,7.0,8.1,108,156,1.6,1.8,0.6,1.2,300,1400,720,2800,-,-,,26.176,91.68375
1299,ASSAM,20,30,5.1,7.7,7.0,8.0,153,174,1.2,2,0.7,1.4,300,1500,360,2800,-,-,,26.214866,90.557934
2069,ASSAM,20,33,6.1,10.4,7.3,8.0,97,186,1.3,2.6,0.5,1.6,360,1100,1100,2700,-,-,,26.190372,91.745589
2064,ASSAM,20,33,5.2,10.2,7.0,7.8,108,188,1.2,2.8,0.6,1.4,300,910,720,2100,-,-,,26.24776,91.918205
2067,ASSAM,18,30,6.8,10.8,7.0,8.2,115,189,1.5,2.8,0.7,2,300,730,1100,2100,-,-,,26.160268,91.56994
2066,ASSAM,22,35,5.2,7.3,6.8,7.7,156,211,1.6,2.4,0.6,1.2,360,1100,730,2800,-,-,,26.015519,89.993294
3781,ASSAM,19,26,5.6,8.7,7.2,7.8,117,157,1.6,2.6,0.4,1.4,300,730,700,1500,-,-,,27.412578,94.757007
4004,ASSAM,17,30,7.2,7.8,7.2,8.0,146,208,1.4,2.3,0.6,1.4,300,1100,1100,2800,-,-,,26.660261,93.174272
1422,ASSAM,21,25,5.6,9.5,7.0,7.8,114,228,1.2,2.1,0.6,1.2,300,910,360,2000,-,-,,27.284622,95.662347
2062,ASSAM,20,28,6.2,9,7.0,8.1,151,186,1,2.2,0.3,1.8,300,910,720,2100,-,-,,27.321156,95.309064
2230,ASSAM,20,26,5.9,7.7,7.4,8.1,160,196,1.1,2.4,BDL,1.4,300,910,360,1500,-,-,,27.320585,95.308605
1796,NAGALAND,17.9,31,0.4,8.8,7.2,8.2,97,229,1.4,2.4,BDL,2.4,-,-,-,-,-,-,,25.888505,93.733632
1797,NAGALAND,18,31,5,9.2,7.0,8.2,74,300,1.8,2.6,BDL,1.8,-,-,-,-,-,-,,25.912708,93.743269
1800,NAGALAND,16.6,29.8,1.4,4.8,6.7,7.9,102,302,1.9,6.2,BDL,2.2,-,-,-,-,-,-,,25.802,93.606574
1798,NAGALAND,17.8,32,4.8,6.8,7.1,7.8,100,254,1.8,2.9,BDL,1.4,-,-,-,-,-,-,,25.910359,93.743963
1259,ASSAM,20,32,5.8,10,7.0,7.7,103,130,1.7,2.1,0.3,1.3,300,1100,720,2100,-,-,,26.503075,93.952372
1799,NAGALAND,15.1,30.2,4.4,6.2,7.0,8.4,59,198,1.1,2.1,BDL,1.7,-,-,-,-,-,-,,26.622872,93.773159
1928,NAGALAND,18.7,31.2,4.5,7.7,6.7,8.1,99,251,2,3.5,BDL,1.9,-,-,-,-,-,-,,25.801511,93.606777
3764,ASSAM,19,28,6.2,7.3,7.2,7.7,95,128,1.2,2.1,0.3,1.7,300,730,720,1500,-,-,,26.695365,92.256473
3792,ASSAM,20,32,6.6,10.3,7.2,7.7,133,162,1.6,2.2,0.4,1,300,730,720,2000,-,-,,25.234537,92.847473
3759,ASSAM,19,36,5.4,7.1,6.9,8.0,113,138,1.3,2,0.7,1.2,300,730,720,2000,-,-,,27.101722,93.838085
3786,ASSAM,19,25,5.2,8,7.0,7.8,165,196,1.2,2.1,0.6,1.4,300,730,700,2000,-,-,,27.467718,94.557012
3807,ASSAM,19,30,6.5,9.8,7.0,7.7,47,96,1.4,2.2,0.6,1.1,300,1500,1100,3500,-,-,,26.120322,91.977702
1530,ASSAM,21,26,1.4,6.8,7.0,7.8,271,300,2.2,2.8,1,2.1,610,1100,1100,2800,-,-,,27.381964,95.622819
2231,ASSAM,18,31,5.4,7.8,7.3,8.0,156,234,BDL,2.1,0.3,1.3,2,360,300,930,-,-,,26.975605,94.630335
3776,ASSAM,17,29,6.2,7.8,7.1,7.8,126,245,1.2,1.9,0.3,1.4,2,360,2,930,-,-,,26.814742,94.805697
3778,ASSAM,20,28,5.7,8.8,7.0,8.1,158,180,1.3,2.1,0.3,1.2,300,910,720,2100,-,-,,26.999059,94.468503
3821,ASSAM,21,34,4.1,5.1,7.1,7.5,43,57,1.2,2.4,0.6,0.9,300,730,360,1400,-,-,,26.236174,90.300305
1298,ASSAM,16,28,5.1,7.9,6.8,7.7,172,210,BDL,2.1,0.6,2.1,2,300,2,730,-,-,,27.311023,95.101786
2058,ASSAM,19,26,5.2,9.2,7.0,8.1,131,152,1.1,2.2,0.7,1.6,300,1100,720,2700,-,-,,27.141901,95.36639
4005,ASSAM,18,29,5.4,7.7,7.2,7.8,90,206,BDL,1.9,0.7,1.9,2,360,300,730,-,-,,27.053317,94.67365
3763,ASSAM,18,30,5,6.8,6.6,7.5,74,96,1.3,2.1,0.4,1.2,300,730,720,2100,-,-,,26.779777,92.836601
4011,ASSAM,18,30,5.4,7.1,6.9,8.0,98,176,2,2.6,0.7,1.6,360,930,730,1900,-,-,,26.732834,94.231503
4012,ASSAM,24,32,5.1,5.7,7.2,7.7,97,124,1.2,2.4,0.5,1.1,300,1100,720,2800,-,-,,26.4214,90.51945
4329,ASSAM,20,24,5.2,6.1,7.0,7.3,92,112,1.6,2.3,0.5,1,300,730,610,2000,-,-,,24.854133,92.82625
4331,ASSAM,22,25,5.1,5.6,6.8,7.6,126,157,1.9,2.3,0.6,1.2,300,910,1100,2100,-,-,,24.679936,92.560945
4332,ASSAM,18,29,5.2,7.5,6.9,7.6,116,200,BDL,2.3,0.4,1.3,2,720,2,1100,-,-,,27.130021,94.738353
4336,ASSAM,15,30,5.3,8.2,6.9,7.5,54,90,BDL,2.2,0.5,1.2,2,300,2,910,-,-,,26.786797,94.627518
4341,ASSAM,18,35,5.7,10.1,7.0,8.2,81,144,1.3,2,0.6,1.2,300,730,600,2100,-,-,,26.348056,91.816389
4342,ASSAM,19,34,6.1,10.2,7.0,8.2,90,176,1.2,2.2,0.5,1,300,1100,730,2800,-,-,,26.437483,91.624267
4343,ASSAM,18,34,5.3,10.1,7.0,8.1,131,160,1.3,1.9,0.5,1.8,300,730,720,2700,-,-,,26.458611,91.395278
4344,ASSAM,18,32,5.9,11.6,7.2,8.2,138,177,1.2,1.8,0.5,1.4,300,910,1100,2700,-,-,,26.515419,91.264215
4345,ASSAM,20,35,6.5,10.6,7.0,7.8,48,70,1.5,1.8,0.4,1.1,300,730,720,2000,-,-,,25.943333,91.148889
3380,MEGHALAYA,17,31.5,7,7.8,7.1,7.4,28,78,1.3,2,0.37,0.52,22,79,170,420,-,-,,25.904203,90.606251
3381,MEGHALAYA,17,30.4,7,7.9,6.7,7.3,50,80,1.2,1.9,0.33,0.47,14,49,140,320,-,-,,25.65076,90.80859
3382,MEGHALAYA,17,31.5,7,8.3,7.1,7.7,58,88,1,1.8,0.32,0.78,12,58,110,320,-,-,,25.8358,90.78135
1802,SIKKIM,15,21,8.5,12,6.5,7.1,165,280,1,2.2,1.2,2.5,30,55,95,135,2,2,,27.402553,88.519402
1930,NAGALAND,14.4,28,5.1,6.8,7.6,8.5,142,586,1.8,2.9,BDL,2.4,-,-,-,-,-,-,,25.67564,94.109775
1929,NAGALAND,14.5,30.8,5.4,7.4,7.2,8.3,80,185,1.4,2.7,BDL,1.8,-,-,-,-,-,-,,25.752349,93.869559
2888,NAGALAND,17.1,28,5.4,7.6,7.1,8.0,28,181,1.2,2.9,BDL,1.2,-,-,-,-,-,-,,25.860778,93.780081
2891,NAGALAND,11.4,25.5,5.4,8,7.5,8.4,78,280,1,2.3,0.6,1.5,-,-,-,-,-,-,,25.675285,94.107884
2889,NAGALAND,10,26.1,5.4,8.8,7.0,8.4,57,142,BDL,1.8,BDL,2.7,-,-,-,-,-,-,,25.674565,94.107658
2892,NAGALAND,11.5,25.4,5.2,7.2,7.2,8.3,32,386,1.2,2.4,1,2.4,-,-,-,-,-,-,,25.670679,94.107976
2893,NAGALAND,11.3,25.7,5.4,7,7.0,8.1,135,375,1.2,2.3,1.1,3.1,-,-,-,-,-,-,,25.675346,94.108799
4719,WEST BENGAL,14,29,6.8,7.4,6.8,7.8,72,166,1.2,2.6,BDL,1.37,1300,5000,5000,11000,21,33,,26.355748,89.369404
4724,WEST BENGAL,18,29,6.1,8.6,6.9,7.82,39,87,1.2,2.1,BDL,1.83,1300,5000,5000,22000,33,220,,26.728854,89.324331
1232,RAJASTHAN,19,32,4.4,6.5,8.2,8.6,360,560,BDL,2.9,1.10,2.07,28,460,75,1100,93,93,,23.648483,74.126708
1864,GUJARAT,26,32,1.3,7.9,7.8,8.4,385,2860,BDL,2.3,BDL,0.59,4,30,63,210,-,-,,22.254744,72.982618
1233,MADHYA PRADESH,17,26,6.8,7.9,7.5,8.7,306,511,BDL,1.3,0.62,2.12,2,2,40,70,-,-,,23.031056,75.210878
4,GUJARAT,20,30,6.3,8.8,7.3,8.6,308,508,BDL,1,BDL,0.68,4,12,33,63,-,-,,22.81225,73.359778
5,GUJARAT,23,30,6.9,8.5,7.9,8.4,312,533,BDL,1,BDL,0.58,4,33,49,130,-,-,,22.4405,73.073361
1229,GUJARAT,26,31,7.1,8.8,7.7,8.3,277,483,BDL,BDL,BDL,0.63,2,4,11,34,-,-,,23.285842,73.831736
1230,GUJARAT,26,31,7.1,8.7,7.8,8.4,360,476,BDL,BDL,BDL,0.57,2,12,11,70,-,-,,23.324822,73.9021
1231,GUJARAT,26,30,7.6,8.6,7.9,8.3,264,480,BDL,BDL,BDL,0.60,2,12,21,64,-,-,,23.152072,73.551372
1863,GUJARAT,23,32,7.2,8.5,7.9,8.5,387,599,BDL,BDL,BDL,0.58,6,26,49,130,-,-,,22.342298,73.052575
3206,GUJARAT,22,32,2.3,8.6,8.0,8.8,320,1663,BDL,8.9,BDL,0.58,4,47,47,350,-,-,,22.342339,73.054185
3318,MADHYA PRADESH,25,29,6.2,7.9,7.6,7.9,280,570,1.4,2.1,0.61,1.13,2,8,43,50,-,-,,23.177764,74.92737
3848,MADHYA PRADESH,17,26,6.9,8,7.6,8.3,262,669,BDL,1.4,0.59,1.73,2,2,39,84,-,-,,22.769157,74.605708
1228,GUJARAT,26,31,6.7,8.2,7.9,8.4,318,754,BDL,BDL,BDL,0.75,4,40,31,210,-,-,,22.846264,74.291789
2104,MADHYA PRADESH,24,28,6.8,7.8,7.3,8.1,324,1040,1.8,2.8,0.49,1.25,2,12,46,90,-,-,,23.639659,75.126136
2102,MADHYA PRADESH,24,26,6.5,7.7,7.3,7.8,218,750,1.8,2,0.52,0.96,2,7,48,58,-,-,,24.05703,75.074378
1227,GUJARAT,26,30,7.1,8.4,7.6,8.6,361,513,BDL,BDL,BDL,0.58,2,21,33,120,-,-,,23.055164,73.716378
1221,GUJARAT,26,27.7,4.2,8.7,7.2,8.1,420,1248,BDL,1.9,BDL,1.76,4,70,21,280,-,-,,24.22986,73.005317
1223,GUJARAT,27,30,0.3,6.5,7.1,8.0,510,2661,5,48,BDL,0.52,2,540,70,1700,-,-,,22.721547,72.530103
1409,GUJARAT,25,29,6,8.2,7.4,8.5,220,340,BDL,2.5,BDL,0.68,17,220,150,540,-,-,,23.06353,72.589064
1866,GUJARAT,25,29,6.2,8,7.3,8.1,223,403,BDL,2.6,BDL,1.02,6,63,47,280,-,-,,23.090926,72.629239
1,GUJARAT,23,29,5.3,8,7.4,8.3,340,512,BDL,0.8,BDL,BDL,2,4,4,27,-,-,,24.004528,72.853278
2,GUJARAT,25,30,0.3,7.5,7.0,8.4,247,3047,1.9,168,BDL,0.78,45,1600,280,2200,-,-,,22.982611,72.543139
1407,GUJARAT,27,29,7,7.9,7.7,8.3,322,362,1.1,1.9,BDL,0.31,4,47,21,240,-,-,,23.245906,72.68218
1408,GUJARAT,29,33,0.3,4.2,7.1,8.2,664,2630,9,76,BDL,0.61,170,1600,920,5400,-,-,,23.031314,72.575114
1482,GUJARAT,28,28,7,7.3,7.9,8.2,415,452,1,2,BDL,BDL,4,12,33,70,-,-,,23.496903,72.796265
2075,GUJARAT,24,29,5,8.1,7.6,8.3,334,643,0.5,1.1,BDL,BDL,2,4,2,27,-,-,,24.004247,72.854736
1222,GUJARAT,24,33,2.3,6.1,7.5,8.5,460,2530,1.3,8.7,BDL,1.12,17,1600,110,1600,-,-,,22.739321,72.679059
1437,GUJARAT,27,30,BDL,0.3,7.2,8.0,230,3422,42,189,BDL,1.463,540,4300,1600,21000,-,-,,22.868749,72.627351
3321,MADHYA PRADESH,18.5,29.5,7.5,8.4,7.5,8.01,218,387,BDL,1.7,BDL,0.49,2,18,26,43,2,2,,22.672558,81.766411
1242,MADHYA PRADESH,18,29.5,3.6,7.7,7.0,7.9,183,2216,BDL,0.4,BDL,0.42,2,18,2,44,2,2,,22.67244,81.759518
1241,MADHYA PRADESH,17.2,26,6.8,8.3,7.2,8.7,160,363,BDL,2.6,BDL,0.8,2,14,17,48,-,-,,22.598638,80.371449
1240,MADHYA PRADESH,17,23.5,7,8.6,7.0,8.3,170,357,BDL,1.9,BDL,1.16,2,11,12,49,-,-,,22.948622,79.190171
2106,MADHYA PRADESH,22,28,7,7.9,7.3,8.3,279,360,BDL,2,0.31,51,2,18,28,49,2,2,,22.496589,76.980555
45,MADHYA PRADESH,20,24,7.3,8.6,7.4,8.5,214,340,BDL,1.3,0.51,1.33,2,2,32,47,-,-,,22.177393,75.659194
1239,MADHYA PRADESH,20,24.6,7.2,8,7.7,8.3,152,594,BDL,1.2,BDL,1.24,2,2,34,48,-,-,,22.037618,74.901793
1431,MADHYA PRADESH,19,24.3,7.3,8,7.4,8.1,258,338,BDL,1.3,0.61,1.11,2,2,38,49,-,-,,22.169213,75.583684
2099,MADHYA PRADESH,17,25,7,8.7,7.4,8.6,130,378,BDL,1.9,BDL,0.87,2,4,9,39,-,-,,23.124913,79.774671
1234,MADHYA PRADESH,17,32,8.3,9.8,7.5,7.9,246,298,1.1,1.7,0.95,1.75,2,2,26,63,2,2,,22.756614,77.690036
2112,MADHYA PRADESH,19,24.2,7.2,8.3,7.0,8.3,270,489,BDL,1.2,BDL,3.65,2,2,34,49,,,,22.226413,76.045534
44,MADHYA PRADESH,18,31,5.8,9.1,7.6,8.39,268,367,1,1.5,1.62,7.64,2,35000,38,160000,2,8,,22.762685,77.71649
1235,MADHYA PRADESH,18,30,5.6,8.7,7.4,8.2,278,365,1,1.5,2.12,8.12,2,57000,84,160000,2,9,,22.756584,77.687182
2113,MADHYA PRADESH,19,24.3,7.1,8.2,7.3,8.4,242,2676,BDL,1.1,0.59,1.02,2,2,27,49,-,-,,22.283823,76.471463
1430,MADHYA PRADESH,19,24.4,7,8.1,7.4,8.2,224,292,BDL,1.2,0.58,1.11,2,2,31,49,-,-,,22.243694,76.150756
3322,MADHYA PRADESH,13,26,7,7.8,7.3,8.6,160,366,BDL,2,BDL,0.85,2,6,14,48,-,-,,22.598282,80.370419
3323,MADHYA PRADESH,17,25.2,7,8.6,7.2,8.7,138,411,BDL,1.8,BDL,1.1,2,59,20,48,-,-,,23.124518,79.775616
3324,MADHYA PRADESH,17.2,23.5,7,8.1,7.3,8.3,218,385,BDL,1.9,BDL,1.2,2,6,8,400,-,-,,23.133109,79.800745
3325,MADHYA PRADESH,17.2,23.3,7,7.8,7.3,8.3,226,2600,BDL,1.9,BDL,1.34,2,6,10,49,-,-,,23.133838,79.800558
2118,MADHYA PRADESH,18.2,29.6,7.1,7.8,7.19,8.0,179,311,BDL,1.7,BDL,0.45,2,18,33,47,2,2,,23.08306,81.567668
2123,MADHYA PRADESH,17,30,5.8,8.6,7.59,8.34,251,388,1,1.4,1.42,10.72,2,35000,63,92000,2,13,,22.761672,77.7185
3847,MADHYA PRADESH,20,24.6,7.1,8,7.6,8.3,244,306,BDL,1.4,0.66,1.778,2,2,32,49,-,-,,22.146769,75.346636
4582,MADHYA PRADESH,17.3,25.9,7,8.4,7.4,8.3,150,3330,0.4,2,0.31,1.3,1.8,4,39,39,-,-,,23.100994,79.966769
4583,MADHYA PRADESH,17.4,23.6,7,8.2,7.2,8.1,160,390,0.7,1.8,0.46,2.44,1.8,6,40,40,-,-,,23.109371,79.586374
4584,MADHYA PRADESH,17.3,23.4,7,8.1,7.1,8.3,160,352,0.7,1.9,0.36,1.21,1.8,10,430,430,-,-,,23.030243,79.019407
4586,MADHYA PRADESH,17.3,23.6,7,8,7.1,8.2,147,2800,0.8,1.8,0.53,2.42,1.8,1.8,0,0,4,4,,23.003329,79.192231
4587,MADHYA PRADESH,18,25,8.6,8.9,8.0,8.1,208,288,1,1.1,1.02,1.55,2,2,41,58,2,2,,22.910862,78.352357
4588,MADHYA PRADESH,18,32,8.8,9.3,7.7,8.0,216,307,1,1.2,0.87,4.6,1.8,2,58,63,2,2,,22.862205,77.916949
4589,MADHYA PRADESH,17,32,8.5,9.2,7.8,8.0,258,327,1.2,1.5,1.37,3.03,1.8,2,70,84,2,2,,22.862872,77.914305
